48,4,5,1,3,3,Yellow
51,3,3,1,4,1,Red
64,5,5,5,3,4,Blue
64,5,5,5,3,4,Blue
64,5,5,5,3,4,Blue
64,5,5,5,3,4,Blue
64,5,5,5,3,4,Blue
41,4,4,5,2,1,Red
45,4,4,2,4,4,Red
50,3,4,4,4,3,Red
64,2,5,2,1,1,Red
45,5,5,5,1,1,Yellow
59,5,5,5,1,2,Red
41,4,4,5,2,1,Red
56,2,4,5,5,4,Red
45,4,4,2,4,4,Red
45,5,3,5,4,3,Green
50,3,4,4,4,3,Red
50,4,3,2,3,1,Red
45,4,4,2,4,4,Red
52,5,3,5,2,1,Red
52,5,4,4,1,1,Blue
45,5,5,5,1,1,Yellow
50,3,4,4,4,3,Red
64,2,5,2,1,1,Red
56,5,4,5,2,3,Red
45,5,2,5,1,2,Yellow
41,4,4,5,2,1,Red
62,4,4,5,2,4,Red
59,5,5,5,1,2,Red
52,4,3,5,2,2,Blue
52,4,3,5,2,2,Blue
52,4,3,5,2,2,Blue
52,5,4,4,1,1,Blue
45,5,3,5,4,3,Green
52,5,4,4,1,1,Blue
45,2,2,4,4,4,Yellow
45,5,3,5,4,3,Green
52,5,4,4,1,1,Blue
52,4,3,5,2,2,Blue
45,5,2,5,1,2,Yellow
52,5,4,4,1,1,Blue
64,2,5,2,1,1,Red
52,5,4,4,1,1,Blue
45,5,3,5,4,3,Green
45,5,2,5,1,2,Yellow
45,5,3,5,4,3,Green
52,5,4,4,1,1,Blue
41,4,4,5,2,1,Red
45,5,2,5,1,2,Yellow
45,5,3,5,4,3,Green
45,4,4,2,4,4,Red
45,5,2,5,1,2,Yellow
50,3,4,4,4,3,Red
45,4,4,2,4,4,Red
45,5,2,5,1,2,Yellow
41,4,4,5,2,1,Red
45,5,2,5,1,2,Yellow
45,4,4,2,4,4,Red
50,3,4,4,4,3,Red
41,4,4,5,2,1,Red
56,5,4,5,2,3,Red
64,2,5,2,1,1,Red
64,2,5,2,1,1,Red
45,4,4,2,4,4,Red
50,3,4,4,4,3,Red
45,4,4,2,4,4,Red
64,2,5,2,1,1,Red
52,5,3,5,2,1,Red
41,4,4,5,2,1,Red
64,2,5,2,1,1,Red
45,5,3,5,4,3,Green
45,5,3,5,4,3,Green
52,5,3,5,2,1,Red
41,4,4,5,2,1,Red
45,5,3,5,4,3,Green
45,4,4,2,4,4,Red
45,5,5,5,1,1,Yellow
56,5,4,5,2,3,Red
45,5,3,5,4,3,Green
45,5,3,5,4,3,Green
45,5,5,5,1,1,Yellow
56,5,4,5,2,3,Red
41,4,4,5,2,1,Red
45,5,3,5,4,3,Green
56,5,4,5,2,3,Red
50,3,4,4,4,3,Red
45,4,4,2,4,4,Red
45,5,3,5,4,3,Green
50,3,4,4,4,3,Red
59,5,5,5,1,2,Red
52,5,3,5,2,1,Red
56,2,4,5,5,4,Red
56,5,4,5,2,3,Red
56,2,4,5,5,4,Red
41,4,4,5,2,1,Red
45,5,5,5,1,1,Yellow
50,3,4,4,4,3,Red
56,5,4,5,2,3,Red
56,5,4,5,2,3,Red
41,4,4,5,2,1,Red
52,5,4,4,1,1,Blue
51,2,4,5,1,1,Blue
56,5,4,5,2,3,Red
45,4,4,2,4,4,Red
51,2,4,5,1,1,Blue
52,5,3,5,2,1,Red
52,5,4,4,1,1,Blue
56,5,4,5,2,3,Red
51,2,4,5,1,1,Blue
45,5,2,5,1,2,Yellow
62,4,4,5,2,4,Red
41,4,4,5,2,1,Red
51,2,4,5,1,1,Blue
62,4,4,5,2,4,Red
45,4,4,2,4,4,Red
52,5,4,4,1,1,Blue
45,5,2,5,1,2,Yellow
56,5,4,5,2,3,Red
56,2,4,5,5,4,Red
62,4,4,5,2,4,Red
45,5,2,5,1,2,Yellow
51,2,4,5,1,1,Blue
45,5,2,5,1,2,Yellow
41,4,4,5,2,1,Red
56,5,4,5,2,3,Red
56,2,4,5,5,4,Red
52,5,4,4,1,1,Blue
51,2,4,5,1,1,Blue
62,4,4,5,2,4,Red
59,5,5,5,1,2,Red
56,2,4,5,5,4,Red
62,4,4,5,2,4,Red
56,2,4,5,5,4,Red
51,2,4,5,1,1,Blue
45,5,2,5,1,2,Yellow
56,2,4,5,5,4,Red
62,4,4,5,2,4,Red
56,5,4,5,2,3,Red
50,3,4,4,4,3,Red
51,2,4,5,1,1,Blue
45,5,5,5,1,1,Yellow
56,2,4,5,5,4,Red
56,2,4,5,5,4,Red
50,4,3,2,3,1,Red
51,2,4,5,1,1,Blue
45,5,2,5,1,2,Yellow
45,5,5,5,1,1,Yellow
62,4,4,5,2,4,Red
52,5,4,4,1,1,Blue
56,2,4,5,5,4,Red
56,5,4,5,2,3,Red
45,5,2,5,1,2,Yellow
59,5,5,5,1,2,Red
41,4,4,5,2,1,Red
52,4,3,5,2,2,Blue
56,2,4,5,5,4,Red
50,4,3,2,3,1,Red
56,5,4,5,2,3,Red
56,2,4,5,5,4,Red
52,5,3,5,2,1,Red
59,5,5,5,1,2,Red
52,4,3,5,2,2,Blue
50,3,4,4,4,3,Red
45,4,4,2,4,4,Red
51,2,4,5,1,1,Blue
41,4,4,5,2,1,Red
50,4,3,2,3,1,Red
51,2,4,5,1,1,Blue
59,5,5,5,1,2,Red
52,4,3,5,2,2,Blue
59,5,5,5,1,2,Red
45,5,5,5,1,1,Yellow
50,4,3,2,3,1,Red
52,4,3,5,2,2,Blue
62,4,4,5,2,4,Red
59,5,5,5,1,2,Red
59,5,5,5,1,2,Red
50,4,3,2,3,1,Red
52,4,3,5,2,2,Blue
59,5,5,5,1,2,Red
50,4,3,2,3,1,Red
45,5,2,5,1,2,Yellow
52,4,3,5,2,2,Blue
45,5,2,5,1,2,Yellow
50,4,3,2,3,1,Red
62,4,4,5,2,4,Red
52,5,3,5,2,1,Red
64,2,5,2,1,1,Red
51,2,4,5,1,1,Blue
51,2,4,5,1,1,Blue
64,2,5,2,1,1,Red
50,4,3,2,3,1,Red
64,2,5,2,1,1,Red
64,2,5,2,1,1,Red
62,4,4,5,2,4,Red
50,4,3,2,3,1,Red
62,4,4,5,2,4,Red
64,2,5,2,1,1,Red
52,4,3,5,2,2,Blue
62,4,4,5,2,4,Red
50,4,3,2,3,1,Red
64,2,5,2,1,1,Red
62,4,4,5,2,4,Red
64,2,5,2,1,1,Red
62,4,4,5,2,4,Red
64,2,5,2,1,1,Red
51,2,4,5,1,1,Blue
52,5,4,4,1,1,Blue
52,5,4,4,1,1,Blue
52,5,4,4,1,1,Blue
50,4,3,2,3,1,Red
50,4,3,2,3,1,Red
59,5,5,5,1,2,Red
50,3,4,4,4,3,Red
59,5,5,5,1,2,Red
50,3,4,4,4,3,Red
50,3,4,4,4,3,Red
50,3,4,4,4,3,Red
50,3,4,4,4,3,Red
45,5,5,5,1,1,Yellow
45,5,5,5,1,1,Yellow
45,5,5,5,1,1,Yellow
45,5,5,5,1,1,Yellow
45,5,5,5,1,1,Yellow
45,5,5,5,1,1,Yellow
51,2,4,5,1,1,Blue
52,4,3,5,2,2,Blue
52,4,3,5,2,2,Blue
52,4,3,5,2,2,Blue
52,4,3,5,2,2,Blue
45,5,5,5,1,1,Yellow
59,5,5,5,1,2,Red
47,4,2,4,4,4,Blue
47,4,2,4,4,4,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
55,2,5,1,4,5,Blue
44,4,4,3,2,1,Yellow
44,4,4,3,2,1,Yellow
44,4,4,3,2,1,Yellow
44,4,4,3,2,1,Yellow
44,4,4,3,2,1,Yellow
44,4,4,3,2,1,Yellow
44,4,4,3,2,1,Yellow
44,4,4,3,2,1,Yellow
44,4,4,3,2,1,Yellow
39,4,4,3,1,2,Blue
39,4,4,3,1,2,Blue
39,4,4,3,1,2,Blue
39,4,4,3,1,2,Blue
39,4,4,3,1,2,Blue
39,4,4,3,1,2,Blue
39,4,4,3,1,2,Blue
39,4,4,3,1,2,Blue
39,4,4,3,1,2,Blue
39,4,4,3,1,2,Blue
39,4,4,3,1,2,Blue
55,2,5,1,4,5,Blue
64,5,5,5,3,4,Blue
64,5,5,5,3,4,Blue
52,4,2,4,3,2,Red
52,4,2,4,3,2,Red
52,4,2,4,3,2,Red
52,4,2,4,3,2,Red
52,4,4,4,3,3,Red
52,4,4,4,3,3,Red
45,4,4,4,3,3,Red
45,4,4,4,3,3,Red
45,4,4,4,3,3,Red
45,4,4,4,3,3,Red
45,4,4,4,3,3,Red
45,4,4,4,3,3,Red
60,4,4,4,2,3,Blue
45,4,4,4,3,3,Red
45,4,4,4,3,3,Red
45,4,4,4,3,3,Red
60,4,4,4,2,3,Blue
45,4,4,4,3,3,Red
60,4,4,4,2,3,Blue
45,4,4,4,3,3,Red
60,4,4,4,2,3,Blue
60,4,4,4,2,3,Blue
60,4,4,4,2,3,Blue
60,4,4,4,2,3,Blue
60,4,4,4,2,3,Blue
60,4,4,4,2,3,Blue
60,4,4,4,2,3,Blue
45,5,4,5,3,2,Green
45,5,4,5,3,2,Green
50,5,4,3,1,2,Blue
50,5,4,3,1,2,Blue
50,5,4,3,1,2,Blue
50,5,4,3,1,2,Blue
60,4,4,4,2,3,Blue
60,4,4,4,2,3,Blue
60,4,4,4,2,3,Blue
56,5,4,4,3,3,
56,5,4,4,3,3,
56,5,4,4,3,3,
56,5,4,4,3,3,
56,5,4,4,3,3,
56,5,4,4,3,3,
56,5,4,4,3,3,
56,5,4,4,3,3,
56,5,4,4,3,3,
56,5,4,4,3,3,
44,4,4,3,2,1,Yellow
44,4,4,3,2,1,Yellow
60,4,4,4,2,3,Blue
45,5,4,5,3,2,Green
45,5,4,5,3,2,Green
45,5,4,5,3,2,Green
45,5,4,5,3,2,Green
45,5,4,5,3,2,Green
45,5,4,5,3,2,Green
45,5,4,5,3,2,Green
45,5,4,5,3,2,Green
50,5,4,3,1,2,Blue
50,5,4,3,1,2,Blue
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
58,4,2,1,3,3,Red
52,4,2,4,3,2,Red
52,4,2,4,3,2,Red
52,4,2,4,3,2,Red
52,4,2,4,3,2,Red
52,4,2,4,3,2,Red
52,4,2,4,3,2,Red
50,5,4,3,1,2,Blue
50,5,4,3,1,2,Blue
60,4,4,4,2,3,Blue
58,4,2,1,3,3,Red
50,5,4,3,1,2,Blue
50,5,4,3,1,2,Blue
50,5,4,3,1,2,Blue
53,2,3,4,3,2,Red
53,2,3,4,3,2,Red
53,2,3,4,3,2,Red
53,2,3,4,3,2,Red
53,3,2,1,2,4,Blue
53,3,2,1,2,4,Blue
53,2,3,4,3,2,Red
53,3,2,1,2,4,Blue
53,3,2,1,2,4,Blue
53,3,2,1,2,4,Blue
53,2,3,4,3,2,Red
53,2,3,4,3,2,Red
53,2,3,4,3,2,Red
39,5,2,3,1,2,Red
39,5,2,3,1,2,Red
39,5,2,3,1,2,Red
53,2,3,4,3,2,Red
39,5,2,3,1,2,Red
39,5,2,3,1,2,Red
53,2,3,4,3,2,Red
50,5,4,5,3,3,Red
53,3,2,1,2,4,Blue
50,5,4,5,3,3,Red
53,3,2,1,2,4,Blue
53,3,2,1,2,4,Blue
53,3,2,1,2,4,Blue
53,3,2,1,2,4,Blue
50,5,4,5,3,3,Red
53,3,2,1,2,4,Blue
39,5,2,3,1,2,Red
53,3,2,1,2,4,Blue
53,3,2,1,2,4,Blue
50,5,4,5,3,3,Red
50,5,4,5,3,3,Red
50,5,4,5,3,3,Red
50,5,4,5,3,3,Red
44,2,4,1,3,4,Yellow
44,2,4,1,3,4,Yellow
44,2,4,1,3,4,Yellow
44,2,4,1,3,4,Yellow
44,2,4,1,3,4,Yellow
44,2,4,1,3,4,Yellow
44,2,4,1,3,4,Yellow
44,2,4,1,3,4,Yellow
44,2,4,1,3,4,Yellow
44,2,4,1,3,4,Yellow
53,2,3,4,3,2,Red
50,3,4,4,4,3,Yellow
45,2,2,2,1,4,Yellow
50,3,4,4,4,3,Yellow
46,3,4,4,5,3,Red
46,3,4,4,5,3,Red
46,3,4,4,5,3,Red
46,3,4,4,5,3,Red
43,4,2,2,1,2,Red
46,3,4,4,5,3,Red
43,4,2,2,1,2,Red
46,3,4,4,5,3,Red
46,3,4,4,5,3,Red
43,4,2,2,1,2,Red
50,3,4,4,4,3,Yellow
50,3,4,4,4,3,Yellow
50,3,4,4,4,3,Yellow
46,5,2,4,2,3,Red
46,5,2,4,2,3,Red
46,5,2,4,2,3,Red
46,5,2,4,2,3,Red
46,5,2,4,2,3,Red
48,5,2,4,1,3,Red
48,5,2,4,1,3,Red
48,5,2,4,1,3,Red
48,5,2,4,1,3,Red
48,5,2,4,1,3,Red
48,5,2,4,1,3,Red
52,4,3,4,3,2,Green
52,4,3,4,3,2,Green
52,4,3,4,3,2,Green
52,4,3,4,3,2,Green
52,4,3,4,3,2,Green
52,4,3,4,3,2,Green
52,4,3,4,3,2,Green
50,5,4,4,1,2,Yellow
50,5,4,4,1,2,Yellow
50,5,4,4,1,2,Yellow
50,5,4,4,1,2,Yellow
50,5,4,4,1,2,Yellow
58,2,5,3,3,2,Red
58,2,5,3,3,2,Red
58,2,5,3,3,2,Red
58,2,5,3,3,2,Red
58,2,5,3,3,2,Red
58,2,5,3,3,2,Red
58,2,5,3,3,2,Red
58,2,5,3,3,2,Red
58,2,5,3,3,2,Red
58,2,5,3,3,2,Red
59,1,5,4,4,4,Red
48,4,3,4,2,3,Yellow
59,1,5,4,4,4,Red
59,1,5,4,4,4,Red
48,4,3,4,2,3,Yellow
48,4,3,4,2,3,Yellow
48,4,3,4,2,3,Yellow
48,4,3,4,2,3,Yellow
39,5,2,3,1,2,Red
39,5,2,3,1,2,Red
39,5,2,3,1,2,Red
39,5,2,3,1,2,Red
39,5,2,3,1,2,Red
51,3,5,2,4,1,Red
51,3,5,2,4,1,Red
51,3,5,2,4,1,Red
59,1,5,4,4,4,Red
59,1,5,4,4,4,Red
43,4,2,2,1,2,Red
43,4,2,2,1,2,Red
59,1,5,4,4,4,Red
59,1,5,4,4,4,Red
43,4,2,2,1,2,Red
54,5,4,4,2,1,Red
59,1,5,4,4,4,Red
54,5,4,4,2,1,Red
59,1,5,4,4,4,Red
54,5,4,4,2,1,Red
59,1,5,4,4,4,Red
54,5,4,4,2,1,Red
59,1,5,4,4,4,Red
54,5,4,4,2,1,Red
52,3,5,4,2,3,Blue
52,3,5,4,2,3,Blue
54,5,4,4,2,1,Red
40,5,4,3,2,2,Yellow
54,5,4,4,2,1,Red
54,5,4,4,2,1,Red
58,4,4,3,2,3,Yellow
40,5,4,3,2,2,Yellow
52,4,4,3,3,2,Yellow
58,4,4,3,2,3,Yellow
52,4,4,3,3,2,Yellow
40,5,4,3,2,2,Yellow
54,5,4,4,2,1,Red
52,4,4,3,3,2,Yellow
,,,,,,
54,5,4,4,2,1,Red
58,4,4,3,2,3,Yellow
52,4,4,3,3,2,Yellow
58,4,4,3,2,3,Yellow
40,5,4,3,2,2,Yellow
52,4,4,3,3,2,Yellow
